,,Q1-2004,Q2-2004,Q3-2004,Q4-2004,Q1-2005,Q2-2005,Q3-2005,Q4-2005,Q1-2006,Q2-2006,Q3-2006,Q4-2006,Q1-2007,Q2-2007,Q3-2007,Q4-2007,Q1-2008,Q2-2008,Q3-2008,Q4-2008,Q1-2009,Q2-2009,Q3-2009,Q4-2009,Q1-2010,Q2-2010,Q3-2010,Q4-2010,Q1-2011,Q2-2011,Q3-2011,Q4-2011,Q1-2012,Q2-2012,Q3-2012,Q4-2012,Q1-2013,Q2-2013,Q3-2013,Q4-2013,Q1-2014,Q2-2014,Q3-2014,Q4-2014,Q1-2015,Q2-2015,Q3-2015,Q4-2015,Q1-2016,Q2-2016,Q3-2016,Q4-2016,Q1-2017,Q2-2017,Q3-2017,Q4-2017,Q1-2018,Q2-2018,Q3-2018,Q4-2018,Q1-2019,Q2-2019,Q3-2019,Q4-2019,Q1-2020,Q2-2020,Q3-2020,Q4-2020,Q1-2021,Q2-2021,Q3-2021,Q4-2021,Q1-2022,Q2-2022,Q3-2022,Q4-2022,Q1-2023,Q2-2023,Q3-2023,Q4-2023,Q1-2024,Q2-2024
Mexico,Delta_Interest_EU,3.55,4.59,5.0600000000000005,6.029999999999999,6.98,7.01,6.449999999999999,5.390000000000001,4.28,3.9299999999999997,3.5,3.0999999999999996,2.9299999999999997,2.8200000000000003,2.7699999999999996,3.0,2.9400000000000004,3.0999999999999996,3.49,5.82,5.04,3.4299999999999997,3.25,3.3200000000000003,3.2800000000000002,3.26,3.2300000000000004,3.2,3.12,2.8899999999999997,2.55,3.0599999999999996,3.04,3.0300000000000002,3.3200000000000003,3.3600000000000003,2.99,3.3099999999999996,3.1100000000000003,3.04,3.06,3.04,3.0,3.0100000000000002,3.0300000000000002,3.0100000000000002,3.06,3.2,3.8600000000000003,3.96,4.47,5.77,6.53,7.06,7.14,7.31,7.61,7.77,7.92,8.25,8.27,8.27,7.859999999999999,7.31,6.73,5.39,4.46,4.23,3.99,4.06,4.55,5.37,6.32,7.59,7.720000000000001,8.07,7.76,7.51,7.26,6.75,6.859999999999999,6.859999999999999
Mexico,Delta_Interest_JPY,6.45,7.49,7.960000000000001,8.93,9.88,9.91,9.35,8.540000000000001,7.680000000000001,7.58,7.1,7.199999999999999,6.93,7.07,7.02,7.25,7.19,7.35,7.99,8.52,7.24,4.88,4.7,4.7700000000000005,4.73,4.71,4.680000000000001,4.65,4.57,4.59,4.5,4.51,4.49,4.48,4.5200000000000005,4.5600000000000005,4.19,4.01,3.8100000000000005,3.49,3.5100000000000002,3.14,3.0,3.0100000000000002,3.0300000000000002,3.0100000000000002,3.06,3.2,3.8100000000000005,3.91,4.42,5.72,6.48,7.01,7.09,7.26,7.5600000000000005,7.72,7.87,8.2,8.219999999999999,8.219999999999999,7.81,7.26,6.680000000000001,5.34,4.41,4.180000000000001,3.9400000000000004,4.01,4.5,5.32,6.2700000000000005,7.54,8.92,10.52,11.209999999999999,11.209999999999999,11.209999999999999,11.2,11.309999999999999,11.309999999999999
Mexico,JPY,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Mexico,FFR,1.0,1.0,1.26,1.76,2.28,2.79,3.26,3.78,4.29,4.79,5.24,5.25,5.25,5.25,5.26,4.76,3.94,2.28,2.01,0.97,0.15,0.15,0.16,0.12,0.11,0.2,0.18,0.19,0.17,0.1,0.07,0.07,0.08,0.14,0.16,0.16,0.14,0.15,0.09,0.09,0.07,0.09,0.09,0.09,0.11,0.12,0.13,0.12,0.34,0.37,0.39,0.4,0.65,0.9,1.15,1.15,1.41,1.69,1.91,2.19,2.4,2.42,2.4,1.83,1.55,0.05,0.09,0.09,0.09,0.07,0.1,0.08,0.08,0.33,1.68,3.08,4.65,5.08,5.33,5.33,5.33,5.33
Mexico,ECB,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.5,3.75,4.0,4.5,4.75,5.0,5.0,5.0,5.0,5.0,5.25,3.0,2.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2.0,2.25,1.75,1.75,1.75,1.5,1.5,1.5,1.0,1.0,0.75,0.75,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.5,2.75,3.75,4.0,4.25,4.75,4.75,4.75
Mexico,VIX,14.44,16.3,14.91,12.97,12.04,12.36,13.15,11.24,11.54,14.52,11.96,11.66,15.82,12.78,22.78,23.61,26.28,19.83,21.99,68.51,52.65,30.04,29.15,21.92,19.26,35.54,23.89,21.36,21.01,18.3,31.82,27.41,17.26,26.66,17.98,16.64,15.36,16.28,16.61,14.23,16.0,11.58,12.25,14.29,13.04,13.97,31.4,14.67,17.7,14.2,13.48,14.07,12.54,9.89,10.13,11.43,22.47,13.46,13.16,16.44,13.57,18.86,19.66,14.91,33.42,28.23,26.12,20.77,23.35,17.9,16.11,31.12,33.32,25.69,25.56,19.84,20.58,15.65,13.09,12.63,13.11,13.16
Mexico,WUI,12826.97,14036.94,14326.84,13994.63,14116.76,12877.17,15711.72,14918.91,13605.0,16080.32,13974.32,12467.29,13709.51,11730.96,14483.21,14525.91,12745.87,13256.69,12943.17,13841.78,14532.99,13059.04,14065.57,13742.63,14421.22,15644.23,16127.06,14742.34,16075.88,16742.34,19621.82,18218.82,19113.69,25315.06,23764.51,22170.6,23274.25,21872.17,21941.48,23593.38,21355.19,20741.19,18590.66,19159.67,21909.18,22376.54,22771.92,27336.31,24088.85,22924.96,33863.66,30551.2,32886.18,22192.55,18574.57,23726.95,19051.03,18437.45,20484.34,21724.66,29707.97,23832.26,25417.49,27789.54,27165.67,24050.38,33481.0,24511.59,17911.83,22550.07,23529.34,23117.64,22033.8,25434.66,20214.25,26940.26,19697.24,23722.65,22050.81,17744.12,16396.19,16396.19
Mexico,Ratings LC,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Mexico,Ratings FC,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Mexico,Pol_Risk,-0.21408245,-0.21408245,-0.21408245,-0.21408245,-0.445820868,-0.445820868,-0.445820868,-0.445820868,-0.636888444,-0.636888444,-0.636888444,-0.636888444,-0.729851604,-0.729851604,-0.729851604,-0.729851604,-0.804012358,-0.804012358,-0.804012358,-0.804012358,-0.686627805,-0.686627805,-0.686627805,-0.686627805,-0.726463437,-0.726463437,-0.726463437,-0.726463437,-0.667768598,-0.667768598,-0.667768598,-0.667768598,-0.662454188,-0.662454188,-0.662454188,-0.662454188,-0.714223802,-0.714223802,-0.714223802,-0.714223802,-0.853918791,-0.853918791,-0.853918791,-0.853918791,-0.801780105,-0.801780105,-0.801780105,-0.801780105,-0.633718133,-0.633718133,-0.633718133,-0.633718133,-0.806073427,-0.806073427,-0.806073427,-0.806073427,-0.673981011,-0.673981011,-0.673981011,-0.673981011,-0.843628824,-0.843628824,-0.843628824,-0.843628824,-0.791369319,-0.791369319,-0.791369319,-0.791369319,-0.688360929,-0.688360929,-0.688360929,-0.688360929,-0.691959739,-0.691959739,-0.691959739,-0.691959739,-0.691959739,-0.691959739,-0.691959739,-0.691959739,-0.691959739,-0.691959739
Mexico,market_volume_bonds,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.29869999999999997,0.7987,0.7987,0.7987,0.905,0.9542,0.9542,0.9878,1.8862999999999999,1.8862999999999999,2.0244999999999997,2.3285,2.5566999999999998,2.7407,2.7407,2.9806999999999997,2.9806999999999997,3.1098,3.1959,3.3274999999999997,4.9223,5.812499999999999,6.192499999999999,10.3631,13.071,15.8964,18.0444,19.7441,23.6804,26.502600000000005,29.681200000000004,35.7762,37.27160000000001,39.055
Mexico,market_volume_loans,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442,0.0442,0.14479999999999998,0.29359999999999997,0.45059999999999995,0.45059999999999995,0.45059999999999995,0.45059999999999995,0.5956,0.6466000000000001,0.8116,0.8116,0.8116,0.8116,0.8856999999999999,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,1.1829,2.091,2.091,2.091,2.5403000000000002,3.1461000000000006,3.1955999999999998,3.4495999999999998,3.9495999999999998,5.0634,5.2634,5.3633999999999995,5.3633999999999995,5.3633999999999995,7.4182999999999995,8.065299999999999,8.4653,8.950299999999999,12.200300000000002,12.200300000000002,12.997600000000002,13.197600000000001,15.454899999999999,17.5861,17.5861,18.0861,19.086100000000002
Mexico,Fin_dev,0.310964912176132,0.310964912176132,0.310964912176132,0.310964912176132,0.309827834367752,0.309827834367752,0.309827834367752,0.309827834367752,0.356377005577087,0.356377005577087,0.356377005577087,0.356377005577087,0.375648677349091,0.375648677349091,0.375648677349091,0.375648677349091,0.37500923871994,0.37500923871994,0.37500923871994,0.37500923871994,0.333450585603714,0.333450585603714,0.333450585603714,0.333450585603714,0.353500694036484,0.353500694036484,0.353500694036484,0.353500694036484,0.334495723247528,0.334495723247528,0.334495723247528,0.334495723247528,0.330739587545395,0.330739587545395,0.330739587545395,0.330739587545395,0.368889838457107,0.368889838457107,0.368889838457107,0.368889838457107,0.33917248249054,0.33917248249054,0.33917248249054,0.33917248249054,0.340675532817841,0.340675532817841,0.340675532817841,0.340675532817841,0.355909496545792,0.355909496545792,0.355909496545792,0.355909496545792,0.338865369558334,0.338865369558334,0.338865369558334,0.338865369558334,0.340932697057724,0.340932697057724,0.340932697057724,0.340932697057724,0.32155567407608,0.32155567407608,0.32155567407608,0.32155567407608,0.328103870153427,0.328103870153427,0.328103870153427,0.328103870153427,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019,0.32231593132019
Mexico,Fin_depth,14.1054932641584,14.1054932641584,14.1054932641584,14.1054932641584,15.3135908131833,15.3135908131833,15.3135908131833,15.3135908131833,18.3518916727969,18.3518916727969,18.3518916727969,18.3518916727969,20.4394698049344,20.4394698049344,20.4394698049344,20.4394698049344,19.7553753221619,19.7553753221619,19.7553753221619,19.7553753221619,21.6119225648182,21.6119225648182,21.6119225648182,21.6119225648182,22.3237750257634,22.3237750257634,22.3237750257634,22.3237750257634,23.5848328387345,23.5848328387345,23.5848328387345,23.5848328387345,24.9270563810171,24.9270563810171,24.9270563810171,24.9270563810171,27.859059328804,27.859059328804,27.859059328804,27.859059328804,28.1836821076474,28.1836821076474,28.1836821076474,28.1836821076474,30.8304978674097,30.8304978674097,30.8304978674097,30.8304978674097,32.9508423866167,32.9508423866167,32.9508423866167,32.9508423866167,34.3431256723362,34.3431256723362,34.3431256723362,34.3431256723362,33.6152178137641,33.6152178137641,33.6152178137641,33.6152178137641,35.5550616993441,35.5550616993441,35.5550616993441,35.5550616993441,36.940246093683,36.940246093683,36.940246093683,36.940246093683,35.1504975428107,35.1504975428107,35.1504975428107,35.1504975428107,34.3332804057927,34.3332804057927,34.3332804057927,34.3332804057927,33.3282002808482,33.3282002808482,33.3282002808482,33.3282002808482,33.3282002808482,33.3282002808482
Thailand,Interest rate,1.25,1.25,1.375,1.875,2.125,2.375,3.0,3.875,4.375,4.875,5.0,5.0,4.625,3.75,3.25,3.25,3.25,3.25,3.625,3.25,1.75,1.25,1.666666666666667,1.25,1.25,1.25,1.625,1.875,2.375,2.875,3.375,3.375,3.0,3.0,3.0,2.75,2.75,2.75,2.5,2.375,2.125,2.0,2.0,2.0,1.875,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.625,1.75,1.75,1.5,1.25,0.8333333333333334,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.875,1.25,1.625,2.0,2.375,2.5,2.5,2.5
Thailand,GDP Growth,6.3,6.3,6.3,6.3,4.2,4.2,4.2,4.2,5,5,5,5,5.4,5.4,5.4,5.4,1.7,1.7,1.7,1.7,-0.7,-0.7,-0.7,-0.7,7.5,7.5,7.5,7.5,0.8,0.8,0.8,0.8,7.2,7.2,7.2,7.2,2.7,2.7,2.7,2.7,1,1,1,1,3.1,3.1,3.1,3.1,3.4,3.4,3.4,3.4,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,2.1,2.1,2.1,2.1,-6.1,-6.1,-6.1,-6.1,1.5,1.5,1.5,1.5,2.5,2.5,2.5,2.5,1.9,1.9,1.9,1.9,2.7,2.7
Thailand,GDP per cap,2660.126,2660.126,2660.126,2660.126,2894.06,2894.06,2894.06,2894.06,3369.545,3369.545,3369.545,3369.545,3973.019,3973.019,3973.019,3973.019,4379.659,4379.659,4379.659,4379.659,4213.01,4213.01,4213.01,4213.01,5076.339,5076.339,5076.339,5076.339,5492.115,5492.115,5492.115,5492.115,5860.583,5860.583,5860.583,5860.583,6168.268,6168.268,6168.268,6168.268,5951.877,5951.877,5951.877,5951.877,5840.05,5840.05,5840.05,5840.05,5993.308,5993.308,5993.308,5993.308,6593.816,6593.816,6593.816,6593.816,7298.941,7298.941,7298.941,7298.941,7812.886,7812.886,7812.886,7812.886,7169.943,7169.943,7169.943,7169.943,7237.318,7237.318,7237.318,7237.318,7072.755,7072.755,7072.755,7072.755,7337.194,7337.194,7337.194,7337.194,7811.598,7811.598
Thailand,FX_long,0.01638404307693377,0.016277568054835982,0.01649399602145524,0.014947838930275945,0.01510722815511961,0.015089680191609079,0.015478163056017936,0.014767469076539697,0.014851317952579707,0.01424721908853473,0.013893489560892836,0.013712915895985,0.014041293764788333,0.015283866983826609,0.015369738143988523,0.01761283169302454,0.017970272111023877,0.018529367453580706,0.01930097824129394,0.019256475725599752,0.019252231527562225,0.01937130804997642,0.019210799555737346,0.01908030776982274,0.01860895151404941,0.018714281471707624,0.01793237891291383,0.018031104694259212,0.017950531429690546,0.01800007565232197,0.017813247911730674,0.018081566897668763,0.01793170302392339,0.016985120025791844,0.01695900180008136,0.013896325407294713,0.013048343330063846,0.012563230618622375,0.012891062222483346,0.012861935009380971,0.013444410072113442,0.013282665807258131,0.012878963796787294,0.012977121667937507,0.013011548533283991,0.012787898059626681,0.013353966123897628,0.013293503870807721,0.012653007049326617,0.012827450982197031,0.012786294096878316,0.012499930866301634,0.012585061342771571,0.012197100275379315,0.012332193794024133,0.0123446687973307,0.012538261792716379,0.012557371827079765,0.011659884926358187,0.01202982881487369,0.011831762482615804,0.011996258717274399,0.012287484386174522,0.01223469824948179,0.01216815201010633,0.013094654464492568,0.013304705254197458,0.012266037755908057,0.012551299844282904,0.012941378761146576,0.013115673638377562,0.01414107057784303,0.014179549151629611,0.014470180200369514,0.01475916451801065,0.01619277278666007,0.018994718706753035,0.01921178434700404,0.019145911645278287,0.019146492785479544,0.019279764131089772,0.019221397322011037
Thailand,FX_short,0.010264183796043711,0.010997176495236545,0.01387152644173197,0.011697962861991845,0.014711443593237242,0.014590437911343302,0.016241431895553406,0.017132393541292625,0.01708000339507993,0.01726431698644528,0.014819747748148185,0.012731988620804567,0.009856913469318334,0.014109194389423468,0.013531099532694203,0.02635602823199102,0.027599053873884095,0.027246711896665055,0.028909440671518433,0.01858522131524229,0.010762545577640708,0.00951603119711232,0.01205837114972302,0.011192872476547629,0.009580485870344444,0.007466564593608806,0.006238465536036845,0.009787669024670712,0.013730638783906474,0.013429407560275568,0.014108210285152365,0.013168063218863768,0.010269973264435232,0.012469603396941914,0.012520059582534515,0.01153585705679554,0.01130131727446517,0.009408616006518915,0.015352944779949498,0.015514389503898399,0.01584783546404035,0.015746488671682442,0.011197991501363642,0.011565611204652004,0.007092542500544205,0.006332987141922885,0.010377868198285737,0.011908941779713205,0.012498536845452072,0.01444476005788239,0.012832256811460031,0.007207788809586327,0.009000523174108025,0.00828560717818974,0.00878711069850498,0.009128201875522038,0.006744219975567483,0.006565461472437349,0.011916896850033977,0.01408438920121661,0.014842852276593358,0.015266970926389751,0.014337764562388352,0.011614771271809527,0.009165769071442337,0.013316168337775155,0.015922714128906064,0.015828082915464087,0.017617069431802645,0.015551619501765944,0.012750402255741203,0.016299065590257195,0.013660393140108109,0.014710349719492519,0.01489468091243853,0.018297769886786816,0.030307262622673428,0.030430720310017822,0.03010049382719856,0.02665651185384081,0.016208787726417914,0.015247840889100398
Thailand,Exchange_rate,39.1241,39.4696,40.8268,41.4738,38.7393,38.5939,40.9168,41.0405,39.5185,38.947,38.3486,37.427,35.189,32.6423,32.3176,32.0565,30.3048,31.4043,33.1752,34.2381,34.871,35.7368,34.1036,33.7876,33.0274,32.4913,32.4459,30.7771,30.5455,30.333,30.4995,30.4571,31.506,30.7036,31.6152,30.9442,30.041,29.4948,30.816,31.6345,32.9262,32.3619,32.4905,32.1971,32.728,32.6245,33.7186,36.0114,36.1226,35.2117,35.2668,34.7133,35.4289,34.8752,33.9891,33.1385,31.87,31.2564,32.4867,32.5784,31.7775,31.7352,31.101,30.558,30.47,32.0945,31.1423,31.3724,29.9972,30.7948,31.4427,33.1,33.2225,33.2439,34.9248,37.0662,33.1855,34.4639,34.911,35.885,35.2219,35.9505
Thailand,Exchange_rate_EUR,0.799904119,0.829705987,0.817877315,0.771960957,0.763091482,0.794589826,0.820007598,0.840788753,0.831325925,0.795617709,0.784593759,0.77525149,0.762709423,0.741796455,0.727338573,0.690097257,0.667464311,0.640181057,0.666884717,0.761399275,0.768604545,0.734309885,0.699093544,0.67719372,0.722664286,0.78697619,0.773787879,0.736745718,0.731408247,0.69478355,0.708233264,0.742209957,0.762537518,0.779816425,0.799138274,0.770532624,0.757865873,0.765691004,0.754941273,0.734692483,0.729664747,0.729257504,0.754988834,0.800869478,0.888312818,0.904120108,0.899525336,0.913848314,0.907330711,0.885569055,0.896160022,0.92806632,0.938476221,0.909275285,0.851432954,0.849244235,0.813750682,0.839484382,0.859573257,0.876489619,0.880772063,0.889747068,0.899665686,0.903208668,0.907842688,0.908271645,0.855181146,0.838870803,0.829643908,0.82966184,0.848374697,0.874533127,0.890736483,0.939237677,0.993248951,0.980306984,0.932133756,0.918537961,0.919336211,0.929333442,0.921314907,0.928977744
Thailand,Exchange_rate_JPY,0.009587728,0.009226795,0.009009009,0.009604303,0.009315324,0.009057971,0.008837826,0.008476731,0.008517888,0.008699435,0.008488964,0.008406894,0.008499788,0.008114907,0.008691873,0.00877193,0.00999001,0.009398496,0.009587728,0.011019284,0.01019368,0.010422095,0.011139579,0.010862481,0.010723861,0.011286682,0.011990408,0.012277471,0.012029352,0.012388503,0.013049719,0.012866701,0.012172855,0.01261034,0.012891582,0.011554015,0.010621349,0.010189525,0.010230179,0.009496676,0.009722897,0.009871668,0.009143275,0.008289125,0.008325701,0.008166599,0.008336807,0.008298755,0.008878629,0.009718173,0.009893154,0.008561644,0.008924587,0.008933357,0.008876265,0.008857396,0.009417083,0.009053871,0.008812902,0.009022828,0.009015507,0.009286776,0.009263548,0.009164223,0.009199632,0.009283327,0.009452689,0.009649715,0.009033424,0.009049774,0.008935752,0.008755801,0.008169935,0.007319037,0.00690894,0.007538636,0.007491759,0.006902264,0.006691649,1.006691649,2.006691649,3.006691649
Thailand,Delta_Interest_US,0.25,0.25,0.11499999999999999,0.11499999999999999,-0.1549999999999998,-0.41500000000000004,-0.2599999999999998,0.0950000000000002,0.08499999999999996,0.08499999999999996,-0.2400000000000002,-0.25,-0.625,-1.5,-2.01,-1.5099999999999998,-0.69,0.9700000000000002,1.6150000000000002,2.2800000000000002,1.6,1.1,1.506666666666667,1.13,1.14,1.05,1.445,1.685,2.205,2.775,3.305,3.305,2.92,2.86,2.84,2.59,2.61,2.6,2.41,2.285,2.055,1.91,1.91,1.91,1.765,1.38,1.37,1.38,1.16,1.13,1.1099999999999999,1.1,0.85,0.6,0.3500000000000001,0.3500000000000001,0.09000000000000008,-0.18999999999999995,-0.4099999999999999,-0.565,-0.6499999999999999,-0.6699999999999999,-0.8999999999999999,-0.5800000000000001,-0.7166666666666667,0.45,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.43,0.4,0.42,0.42,0.16999999999999998,-0.8049999999999999,-1.83,-3.0250000000000004,-3.08,-2.955,-2.83,-2.83,-2.83
Thailand,Delta_Interest_EU,-1.75,-1.75,-1.625,-1.125,-0.875,-0.625,0.0,0.625,0.875,1.125,1.0,0.5,-0.125,-1.25,-1.75,-1.75,-1.75,-1.75,-1.625,0.25,-0.75,-0.5,-0.08333333333333304,-0.5,-0.5,-0.5,-0.125,0.125,0.625,0.875,1.125,1.625,1.25,1.25,1.5,1.25,1.25,1.75,1.5,1.625,1.375,1.6,1.7,1.7,1.575,1.2,1.2,1.2,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.375,1.5,1.5,1.25,1.0,0.5833333333333334,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.625,-1.5,-2.125,-2.0,-1.875,-2.25,-2.25,-2.25
Thailand,Delta_Interest_JPY,1.15,1.15,1.275,1.775,2.025,2.275,2.9,3.775,4.275,4.775,4.6,4.6,3.875,3.0,2.5,2.5,2.5,2.5,2.875,2.95,1.45,0.95,1.366666666666667,0.95,0.95,0.95,1.325,1.575,2.075,2.575,3.075,3.075,2.7,2.7,2.7,2.45,2.45,2.45,2.2,2.075,1.825,1.7,1.7,1.7,1.575,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.325,1.45,1.45,1.2,0.95,0.5333333333333334,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.575,0.95,1.325,1.7,2.075,2.2,2.2,2.2
Thailand,JPY,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Thailand,FFR,1.0,1.0,1.26,1.76,2.28,2.79,3.26,3.78,4.29,4.79,5.24,5.25,5.25,5.25,5.26,4.76,3.94,2.28,2.01,0.97,0.15,0.15,0.16,0.12,0.11,0.2,0.18,0.19,0.17,0.1,0.07,0.07,0.08,0.14,0.16,0.16,0.14,0.15,0.09,0.09,0.07,0.09,0.09,0.09,0.11,0.12,0.13,0.12,0.34,0.37,0.39,0.4,0.65,0.9,1.15,1.15,1.41,1.69,1.91,2.19,2.4,2.42,2.4,1.83,1.55,0.05,0.09,0.09,0.09,0.07,0.1,0.08,0.08,0.33,1.68,3.08,4.65,5.08,5.33,5.33,5.33,5.33
Thailand,ECB,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.5,3.75,4.0,4.5,4.75,5.0,5.0,5.0,5.0,5.0,5.25,3.0,2.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2.0,2.25,1.75,1.75,1.75,1.5,1.5,1.5,1.0,1.0,0.75,0.75,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.5,2.75,3.75,4.0,4.25,4.75,4.75,4.75
Thailand,VIX,14.44,16.3,14.91,12.97,12.04,12.36,13.15,11.24,11.54,14.52,11.96,11.66,15.82,12.78,22.78,23.61,26.28,19.83,21.99,68.51,52.65,30.04,29.15,21.92,19.26,35.54,23.89,21.36,21.01,18.3,31.82,27.41,17.26,26.66,17.98,16.64,15.36,16.28,16.61,14.23,16.0,11.58,12.25,14.29,13.04,13.97,31.4,14.67,17.7,14.2,13.48,14.07,12.54,9.89,10.13,11.43,22.47,13.46,13.16,16.44,13.57,18.86,19.66,14.91,33.42,28.23,26.12,20.77,23.35,17.9,16.11,31.12,33.32,25.69,25.56,19.84,20.58,15.65,13.09,12.63,13.11,13.16
Thailand,WUI,12826.97,14036.94,14326.84,13994.63,14116.76,12877.17,15711.72,14918.91,13605.0,16080.32,13974.32,12467.29,13709.51,11730.96,14483.21,14525.91,12745.87,13256.69,12943.17,13841.78,14532.99,13059.04,14065.57,13742.63,14421.22,15644.23,16127.06,14742.34,16075.88,16742.34,19621.82,18218.82,19113.69,25315.06,23764.51,22170.6,23274.25,21872.17,21941.48,23593.38,21355.19,20741.19,18590.66,19159.67,21909.18,22376.54,22771.92,27336.31,24088.85,22924.96,33863.66,30551.2,32886.18,22192.55,18574.57,23726.95,19051.03,18437.45,20484.34,21724.66,29707.97,23832.26,25417.49,27789.54,27165.67,24050.38,33481.0,24511.59,17911.83,22550.07,23529.34,23117.64,22033.8,25434.66,20214.25,26940.26,19697.24,23722.65,22050.81,17744.12,16396.19,16396.19
