,,Q1-2004,Q2-2004,Q3-2004,Q4-2004,Q1-2005,Q2-2005,Q3-2005,Q4-2005,Q1-2006,Q2-2006,Q3-2006,Q4-2006,Q1-2007,Q2-2007,Q3-2007,Q4-2007,Q1-2008,Q2-2008,Q3-2008,Q4-2008,Q1-2009,Q2-2009,Q3-2009,Q4-2009,Q1-2010,Q2-2010,Q3-2010,Q4-2010,Q1-2011,Q2-2011,Q3-2011,Q4-2011,Q1-2012,Q2-2012,Q3-2012,Q4-2012,Q1-2013,Q2-2013,Q3-2013,Q4-2013,Q1-2014,Q2-2014,Q3-2014,Q4-2014,Q1-2015,Q2-2015,Q3-2015,Q4-2015,Q1-2016,Q2-2016,Q3-2016,Q4-2016,Q1-2017,Q2-2017,Q3-2017,Q4-2017,Q1-2018,Q2-2018,Q3-2018,Q4-2018,Q1-2019,Q2-2019,Q3-2019,Q4-2019,Q1-2020,Q2-2020,Q3-2020,Q4-2020,Q1-2021,Q2-2021,Q3-2021,Q4-2021,Q1-2022,Q2-2022,Q3-2022,Q4-2022,Q1-2023,Q2-2023,Q3-2023,Q4-2023,Q1-2024,Q2-2024
India,FX_short,0.003954885033642247,0.003895215195861435,0.01202055869494677,0.012436401849580881,0.014807724911907728,0.014808962198207851,0.009635997723655679,0.008767191097768863,0.012252218208676537,0.012238504551306041,0.012813027693432415,0.013390978255209159,0.009548714149033168,0.009658564696556009,0.014157046037574285,0.013675495986163758,0.014608411227955729,0.01658541054247053,0.017244164597317594,0.021833288333908612,0.024372112504919004,0.024832930767191928,0.029136113445337643,0.02507738217840115,0.01946017008551097,0.014553744498033747,0.017207215062106745,0.01685106163858102,0.017274330939284533,0.01657557324772965,0.012764188061392305,0.02005495953243013,0.022576821922733897,0.02572530626800554,0.026724668300944464,0.02685056125086574,0.02531373579134756,0.021998454130993213,0.022154387759742423,0.023520936807104022,0.02420854657644276,0.025328866916410963,0.02130578346776337,0.013943864136521477,0.011204457603224598,0.009706446768318082,0.007356976648070836,0.009322858029909148,0.010791119898764655,0.013098452760976636,0.013052490227669971,0.011136561514676497,0.00875875205621515,0.008637057824544242,0.009197871026915544,0.009828719224284042,0.008864250684629227,0.009037565836494444,0.010281471134911064,0.013012194684953203,0.01592084223838615,0.01820453040019046,0.0170487307182243,0.016034271981859544,0.013169925707062506,0.015220063252495126,0.015819928932417227,0.014633499449938534,0.015005957356552427,0.009158342571525948,0.010605910897718009,0.010534295151689322,0.01213060766603868,0.0126514732048705,0.01017251713909359,0.009695722365128622,0.010034991924017519,0.010256022997630688,0.010174735869235814,0.009070189761248963,0.004206924339816643,0.002995061583442734
India,Exchange_rate,45.456,44.9693,45.5027,46.0548,43.615,43.5861,43.5245,43.8462,44.201,44.3378,45.8886,46.0105,44.2062,43.7936,40.5905,40.1735,39.2676,40.1452,42.7633,45.53,48.6995,51.1291,47.6736,48.2924,45.8944,45.4509,46.4983,45.8729,45.375,44.9143,44.8109,47.6905,51.0015,50.3635,55.9424,54.35,54.229,54.4229,58.3835,63.648,62.1057,60.9476,59.7367,60.8976,62.13,62.4805,63.7809,66.1667,67.3332,66.8909,67.2655,66.7138,68.0474,65.8009,64.4482,64.4775,63.6452,65.0455,67.79,72.2779,70.71,69.4895,69.388,71.311,71.279,74.5482,75.7077,73.5233,73.1106,72.8196,73.5782,73.6357,74.4075,76.1896,78.09,80.2538,81.741,82.2665,82.2252,83.07,83.1119,83.0214
India,Exchange_rate_EUR,0.799904119,0.829705987,0.817877315,0.771960957,0.763091482,0.794589826,0.820007598,0.840788753,0.831325925,0.795617709,0.784593759,0.77525149,0.762709423,0.741796455,0.727338573,0.690097257,0.667464311,0.640181057,0.666884717,0.761399275,0.768604545,0.734309885,0.699093544,0.67719372,0.722664286,0.78697619,0.773787879,0.736745718,0.731408247,0.69478355,0.708233264,0.742209957,0.762537518,0.779816425,0.799138274,0.770532624,0.757865873,0.765691004,0.754941273,0.734692483,0.729664747,0.729257504,0.754988834,0.800869478,0.888312818,0.904120108,0.899525336,0.913848314,0.907330711,0.885569055,0.896160022,0.92806632,0.938476221,0.909275285,0.851432954,0.849244235,0.813750682,0.839484382,0.859573257,0.876489619,0.880772063,0.889747068,0.899665686,0.903208668,0.907842688,0.908271645,0.855181146,0.838870803,0.829643908,0.82966184,0.848374697,0.874533127,0.890736483,0.939237677,0.993248951,0.980306984,0.932133756,0.918537961,0.919336211,0.929333442,0.921314907,0.928977744
India,Exchange_rate_JPY,0.009587728,0.009226795,0.009009009,0.009604303,0.009315324,0.009057971,0.008837826,0.008476731,0.008517888,0.008699435,0.008488964,0.008406894,0.008499788,0.008114907,0.008691873,0.00877193,0.00999001,0.009398496,0.009587728,0.011019284,0.01019368,0.010422095,0.011139579,0.010862481,0.010723861,0.011286682,0.011990408,0.012277471,0.012029352,0.012388503,0.013049719,0.012866701,0.012172855,0.01261034,0.012891582,0.011554015,0.010621349,0.010189525,0.010230179,0.009496676,0.009722897,0.009871668,0.009143275,0.008289125,0.008325701,0.008166599,0.008336807,0.008298755,0.008878629,0.009718173,0.009893154,0.008561644,0.008924587,0.008933357,0.008876265,0.008857396,0.009417083,0.009053871,0.008812902,0.009022828,0.009015507,0.009286776,0.009263548,0.009164223,0.009199632,0.009283327,0.009452689,0.009649715,0.009033424,0.009049774,0.008935752,0.008755801,0.008169935,0.007319037,0.00690894,0.007538636,0.007491759,0.006902264,0.006691649,1.006691649,2.006691649,3.006691649
India,Delta_Interest_US,5.0,5.0,4.74,4.24,3.72,3.21,2.74,2.22,1.71,1.21,0.7599999999999998,0.75,0.75,0.75,0.7400000000000002,1.2400000000000002,2.06,3.72,3.99,5.03,5.85,5.85,5.84,5.88,5.89,5.8,5.82,5.81,5.83,5.9,5.93,5.93,9.42,8.86,8.84,8.84,8.51,8.1,9.790000000000001,8.66,8.93,8.91,8.91,8.91,8.39,8.13,8.12,7.63,7.41,6.63,6.61,6.35,6.1,5.6,5.1,5.1,4.84,4.76,4.84,4.5600000000000005,4.1,3.58,3.2500000000000004,3.5700000000000003,3.66,4.2,4.16,4.16,4.16,4.18,4.15,4.17,4.17,4.7,4.07,3.3499999999999996,2.0999999999999996,1.67,1.42,1.42,1.42,1.42
India,Delta_Interest_EU,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,2.5,2.25,2.0,1.5,1.25,1.0,1.0,1.0,1.0,1.0,0.75,3.0,3.5,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.0,3.75,4.25,7.75,7.25,7.5,7.5,7.15,7.25,8.88,8.0,8.25,8.6,8.7,8.7,8.2,7.95,7.95,7.45,7.5,6.75,6.75,6.5,6.5,6.25,6.0,6.0,6.0,6.2,6.5,6.5,6.25,5.75,5.4,5.15,4.96,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.78,4.25,3.6799999999999997,3.0,2.75,2.5,2.0,2.0,2.0
India,Delta_Interest_JPY,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.6,5.6,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,9.2,8.7,8.7,8.7,8.35,7.95,9.58,8.45,8.7,8.7,8.7,8.7,8.2,7.95,7.95,7.45,7.45,6.7,6.7,6.45,6.45,6.2,5.95,5.95,5.95,6.15,6.45,6.45,6.2,5.7,5.3500000000000005,5.1000000000000005,4.91,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,4.73,5.45,6.13,6.45,6.45,6.45,6.45,6.45,6.45
India,JPY,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
India,FFR,1.0,1.0,1.26,1.76,2.28,2.79,3.26,3.78,4.29,4.79,5.24,5.25,5.25,5.25,5.26,4.76,3.94,2.28,2.01,0.97,0.15,0.15,0.16,0.12,0.11,0.2,0.18,0.19,0.17,0.1,0.07,0.07,0.08,0.14,0.16,0.16,0.14,0.15,0.09,0.09,0.07,0.09,0.09,0.09,0.11,0.12,0.13,0.12,0.34,0.37,0.39,0.4,0.65,0.9,1.15,1.15,1.41,1.69,1.91,2.19,2.4,2.42,2.4,1.83,1.55,0.05,0.09,0.09,0.09,0.07,0.1,0.08,0.08,0.33,1.68,3.08,4.65,5.08,5.33,5.33,5.33,5.33
India,ECB,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.25,3.5,3.75,4.0,4.5,4.75,5.0,5.0,5.0,5.0,5.0,5.25,3.0,2.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,2.0,2.25,1.75,1.75,1.75,1.5,1.5,1.5,1.0,1.0,0.75,0.75,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.5,2.75,3.75,4.0,4.25,4.75,4.75,4.75
India,VIX,14.44,16.3,14.91,12.97,12.04,12.36,13.15,11.24,11.54,14.52,11.96,11.66,15.82,12.78,22.78,23.61,26.28,19.83,21.99,68.51,52.65,30.04,29.15,21.92,19.26,35.54,23.89,21.36,21.01,18.3,31.82,27.41,17.26,26.66,17.98,16.64,15.36,16.28,16.61,14.23,16.0,11.58,12.25,14.29,13.04,13.97,31.4,14.67,17.7,14.2,13.48,14.07,12.54,9.89,10.13,11.43,22.47,13.46,13.16,16.44,13.57,18.86,19.66,14.91,33.42,28.23,26.12,20.77,23.35,17.9,16.11,31.12,33.32,25.69,25.56,19.84,20.58,15.65,13.09,12.63,13.11,13.16
India,WUI,12826.97,14036.94,14326.84,13994.63,14116.76,12877.17,15711.72,14918.91,13605.0,16080.32,13974.32,12467.29,13709.51,11730.96,14483.21,14525.91,12745.87,13256.69,12943.17,13841.78,14532.99,13059.04,14065.57,13742.63,14421.22,15644.23,16127.06,14742.34,16075.88,16742.34,19621.82,18218.82,19113.69,25315.06,23764.51,22170.6,23274.25,21872.17,21941.48,23593.38,21355.19,20741.19,18590.66,19159.67,21909.18,22376.54,22771.92,27336.31,24088.85,22924.96,33863.66,30551.2,32886.18,22192.55,18574.57,23726.95,19051.03,18437.45,20484.34,21724.66,29707.97,23832.26,25417.49,27789.54,27165.67,24050.38,33481.0,24511.59,17911.83,22550.07,23529.34,23117.64,22033.8,25434.66,20214.25,26940.26,19697.24,23722.65,22050.81,17744.12,16396.19,16396.19
India,Ratings LC,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
India,Ratings FC,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
India,Pol_Risk,-1.28043294,-1.28043294,-1.28043294,-1.28043294,-1.013880491,-1.013880491,-1.013880491,-1.013880491,-1.065184236,-1.065184236,-1.065184236,-1.065184236,-1.154295802,-1.154295802,-1.154295802,-1.154295802,-1.109707355,-1.109707355,-1.109707355,-1.109707355,-1.355547905,-1.355547905,-1.355547905,-1.355547905,-1.2779845,-1.2779845,-1.2779845,-1.2779845,-1.32679534,-1.32679534,-1.32679534,-1.32679534,-1.289309859,-1.289309859,-1.289309859,-1.289309859,-1.229174137,-1.229174137,-1.229174137,-1.229174137,-0.99791199,-0.99791199,-0.99791199,-0.99791199,-0.954773545,-0.954773545,-0.954773545,-0.954773545,-0.960426509,-0.960426509,-0.960426509,-0.960426509,-0.774099052,-0.774099052,-0.774099052,-0.774099052,-0.997705162,-0.997705162,-0.997705162,-0.997705162,-0.796840608,-0.796840608,-0.796840608,-0.796840608,-0.841136158,-0.841136158,-0.841136158,-0.841136158,-0.691997945,-0.691997945,-0.691997945,-0.691997945,-0.568608165,-0.568608165,-0.568608165,-0.568608165,-0.568608165,-0.568608165,-0.568608165,-0.568608165,-0.568608165,-0.568608165
India,market_volume_bonds,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6608,0.6608,0.8006,1.1506,1.1697,1.6697000000000002,2.5757000000000003,2.6243000000000003,3.4095000000000004,3.8595,5.6578,6.5578,6.607200000000001,6.607200000000001,7.3072,7.307200000000001,7.804400000000001,8.3444,10.0295,10.392,11.442,11.442,11.442,11.767,15.166,15.893300000000002,18.811600000000002,19.8116,22.4165,22.4165,22.4787,22.4787,25.2595,26.41,27.8041,32.1332
India,market_volume_loans,0,0.0,0.0,0.0042,0.025699999999999997,0.025699999999999997,0.025699999999999997,0.037,0.1488,0.1488,0.1488,0.15439999999999998,0.15439999999999998,0.15589999999999998,0.15589999999999998,0.1591,0.1591,0.1591,0.1591,0.2041,0.2197,0.21969999999999995,0.21969999999999995,0.21969999999999995,0.23279999999999995,0.23279999999999995,0.9400999999999999,0.9446000000000001,1.144,2.1663,2.1797,3.3574,3.7295000000000003,4.017600000000001,4.5154000000000005,5.438000000000001,5.7125,5.9778,6.2136000000000005,6.2664,6.3422,6.3652,6.7005,6.7162999999999995,6.894,7.011699999999999,7.0463,7.139099999999999,7.269099999999999,8.5868,9.477500000000001,9.643,9.718,10.124699999999999,12.4436,13.271599999999998,13.429799999999998,14.182099999999998,15.223499999999998,15.3387,15.683599999999998,15.914300000000003,16.521600000000003,16.728600000000004,16.728600000000004,17.125200000000003,17.954300000000003,18.9566,20.017900000000004,21.724800000000002,22.7818,23.195300000000003,24.5896,26.893400000000003,27.760000000000005,27.950100000000003,29.172200000000004,32.3848,34.2243,34.645199999999996,35.598,37.5075
India,Fin_dev,0.548834264278412,0.548834264278412,0.548834264278412,0.548834264278412,0.551692128181458,0.551692128181458,0.551692128181458,0.551692128181458,0.555703580379486,0.555703580379486,0.555703580379486,0.555703580379486,0.493691951036453,0.493691951036453,0.493691951036453,0.493691951036453,0.565971970558167,0.565971970558167,0.565971970558167,0.565971970558167,0.599957048892975,0.599957048892975,0.599957048892975,0.599957048892975,0.542141973972321,0.542141973972321,0.542141973972321,0.542141973972321,0.484724432229996,0.484724432229996,0.484724432229996,0.484724432229996,0.433532446622849,0.433532446622849,0.433532446622849,0.433532446622849,0.42749410867691,0.42749410867691,0.42749410867691,0.42749410867691,0.446743249893188,0.446743249893188,0.446743249893188,0.446743249893188,0.449610769748688,0.449610769748688,0.449610769748688,0.449610769748688,0.434415280818939,0.434415280818939,0.434415280818939,0.434415280818939,0.467568516731262,0.467568516731262,0.467568516731262,0.467568516731262,0.493920981884003,0.493920981884003,0.493920981884003,0.493920981884003,0.48083883523941,0.48083883523941,0.48083883523941,0.48083883523941,0.594535946846008,0.594535946846008,0.594535946846008,0.594535946846008,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938,0.582220196723938
India,Fin_depth,36.1918038545968,36.1918038545968,36.1918038545968,36.1918038545968,40.0679804780573,40.0679804780573,40.0679804780573,40.0679804780573,43.6277524334268,43.6277524334268,43.6277524334268,43.6277524334268,45.6277647457138,45.6277647457138,45.6277647457138,45.6277647457138,49.559366687116,49.559366687116,49.559366687116,49.559366687116,48.1244479112046,48.1244479112046,48.1244479112046,48.1244479112046,50.5553749785224,50.5553749785224,50.5553749785224,50.5553749785224,51.2892331325282,51.2892331325282,51.2892331325282,51.2892331325282,51.8885076473311,51.8885076473311,51.8885076473311,51.8885076473311,52.3857095169752,52.3857095169752,52.3857095169752,52.3857095169752,51.8821873589436,51.8821873589436,51.8821873589436,51.8821873589436,51.8675240772184,51.8675240772184,51.8675240772184,51.8675240772184,49.1012254191341,49.1012254191341,49.1012254191341,49.1012254191341,48.794021399068,48.794021399068,48.794021399068,48.794021399068,50.3381627463174,50.3381627463174,50.3381627463174,50.3381627463174,50.7424617406323,50.7424617406323,50.7424617406323,50.7424617406323,54.5052902460469,54.5052902460469,54.5052902460469,54.5052902460469,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974,50.1421581396974
Mexico,Interest rate,6.55,7.59,8.06,9.03,9.98,10.01,9.45,8.64,7.78,7.68,7.5,7.6,7.68,7.82,7.77,8.0,7.94,8.1,8.74,8.82,7.54,5.18,5.0,5.07,5.03,5.01,4.98,4.95,4.87,4.89,4.8,4.81,4.79,4.78,4.82,4.86,4.49,4.31,4.11,3.79,3.81,3.44,3.3,3.31,3.33,3.31,3.36,3.5,4.11,4.21,4.72,6.02,6.78,7.31,7.39,7.56,7.86,8.02,8.17,8.5,8.52,8.52,8.11,7.56,6.98,5.64,4.71,4.48,4.24,4.31,4.8,5.62,6.57,7.84,9.22,10.82,11.51,11.51,11.51,11.5,11.61,11.61
Mexico,GDP Growth,3.6,3.6,3.6,3.6,2.1,2.1,2.1,2.1,4.8,4.8,4.8,4.8,2.1,2.1,2.1,2.1,0.9,0.9,0.9,0.9,-6.3,-6.3,-6.3,-6.3,5,5,5,5,3.4,3.4,3.4,3.4,3.6,3.6,3.6,3.6,0.9,0.9,0.9,0.9,2.5,2.5,2.5,2.5,2.7,2.7,2.7,2.7,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2,2,2,2,-0.3,-0.3,-0.3,-0.3,-8.6,-8.6,-8.6,-8.6,5.7,5.7,5.7,5.7,3.9,3.9,3.9,3.9,3.2,3.2,3.2,3.2,2.4,2.4
Mexico,GDP per cap,7806.561,7806.561,7806.561,7806.561,8626.151,8626.151,8626.151,8626.151,9456.912,9456.912,9456.912,9456.912,10063.621,10063.621,10063.621,10063.621,10438.499,10438.499,10438.499,10438.499,8346.772,8346.772,8346.772,8346.772,9632.818,9632.818,9632.818,9632.818,10554.35,10554.35,10554.35,10554.35,10631.077,10631.077,10631.077,10631.077,11099.184,11099.184,11099.184,11099.184,11272.395,11272.395,11272.395,11272.395,9915.089,9915.089,9915.089,9915.089,8999.57,8999.57,8999.57,8999.57,9542.783,9542.783,9542.783,9542.783,9970.967,9970.967,9970.967,9970.967,10259.746,10259.746,10259.746,10259.746,8742.217,8742.217,8742.217,8742.217,10180.182,10180.182,10180.182,10180.182,11259.75,11259.75,11259.75,11259.75,13641.613,13641.613,13641.613,13641.613,15248.788,15248.788
Mexico,FX_long,0.019010883268478926,0.018579952735221585,0.018427656780700876,0.01828955034779771,0.018106571126626798,0.018008943718661255,0.017709614639948197,0.01668986280621377,0.01629410345011224,0.01648108541139221,0.016283291727578326,0.016754452722973767,0.01664565301597747,0.016598741720617732,0.015918627570756388,0.01586772628328499,0.015335093350918101,0.014934624568654041,0.01383499380782843,0.01492097915001603,0.02685517449182485,0.02749566186761717,0.029843942517956402,0.03026481506600851,0.03038757213435424,0.030624027686297954,0.03107017142492758,0.03099975439931548,0.031314117170116514,0.031189383410821232,0.03104787804465573,0.03225444188558578,0.032676301827728974,0.03326525119331594,0.03369429321080941,0.03428810889006925,0.03432896510276346,0.034365034456983586,0.03492465359899654,0.03436815760634912,0.025642636299131803,0.024770071731921334,0.021964777865878807,0.021406409745791444,0.022826422681213845,0.02261158544102641,0.021846615291361306,0.022540073459253903,0.023059788053969743,0.023948455199603577,0.024094739549843036,0.02270480454110967,0.02372975304223735,0.02513160108486312,0.02539196169756486,0.024566146644093984,0.025176491951213506,0.02514521988674769,0.025522610559385175,0.02710138469450842,0.028579585924843706,0.028535014517416735,0.028508876342466696,0.028841898959686595,0.028054613930241834,0.035281938003378165,0.0374809881625685,0.037334650055861195,0.03715767673908182,0.03673375066596819,0.036592203978630715,0.03621947534159046,0.03509317770590743,0.03378348600962561,0.03340926667586008,0.03359945335531411,0.0333059033776249,0.033376939009891804,0.032306511784206814,0.0314206352056402,0.03094055404116261,0.031011128833592472
Mexico,FX_short,0.02231184999392302,0.020869434217513236,0.016604424929632284,0.014932304660804816,0.011555694865725179,0.011875931334760344,0.007874643089286999,0.007975231562154983,0.00788884731768436,0.011264224718420349,0.014538898921113926,0.018284523607269954,0.017781005250499936,0.016582344037711888,0.013054251073391837,0.009755619759990796,0.010691860947798573,0.010468090168448605,0.01101858332949388,0.018498894426321265,0.05106457198805074,0.050418223988872836,0.058280358024649974,0.05810081516099839,0.03238929670216948,0.02820697485893812,0.020953348552621515,0.017572415547044223,0.019024684366061636,0.017121340596364696,0.012282736536580085,0.02704700822502398,0.026894267573803768,0.0305826299837936,0.03069001375326375,0.027646564656717176,0.025007658509974277,0.02220807295550053,0.022557442929909997,0.019977425163194,0.019171304797865052,0.018410709901807716,0.009739436013603227,0.008177465850849596,0.018890335082197736,0.01841963212989373,0.016419674087124955,0.016583596731704852,0.018300870912121174,0.025019459082687958,0.026461087775426786,0.02741849857772908,0.028878968953289667,0.03503476536730024,0.03538230181159872,0.03316907122721211,0.028426263028376194,0.021717624729364143,0.025903128562872583,0.032839152262778545,0.03554595756082705,0.0352115537066187,0.028647194568509858,0.023768814729588025,0.013270031438092926,0.04985357958489686,0.057130532343564515,0.05736843296531671,0.05919428289258654,0.032993105636776196,0.0188125406842026,0.018382921371399356,0.016432085273879463,0.01451973738933946,0.012246547357747922,0.01558984833786441,0.01604982923857166,0.01592558139112971,0.01629909460160281,0.015441975617375755,0.021161699995789686,0.021298185188021086
Mexico,Exchange_rate,10.9203,11.019,11.3926,11.487,11.2627,11.1552,10.8197,10.7858,10.5422,10.7493,11.3934,10.9888,10.9559,11.1144,10.833,11.0319,10.9057,10.7328,10.3269,10.6633,13.8839,14.6466,13.3414,13.406,12.8096,12.5673,12.7102,12.7977,12.128,11.9963,11.8055,13.0637,13.3829,12.7523,13.9193,12.9235,12.6964,12.5,12.9636,13.0553,13.222,13.1929,12.9932,13.237,14.6972,15.2375,15.4792,16.8387,18.0648,17.6303,18.6538,19.2436,21.3911,19.28,18.1293,17.8305,18.9118,18.5901,20.2878,18.9991,19.1704,19.2442,19.2728,19.547,18.8066,22.3785,22.3069,21.6613,19.9412,20.75,20.0314,20.0461,20.5074,20.5444,20.0101,20.0689,18.9705,18.3892,17.2407,17.3067,17.0932,16.7693
Mexico,Exchange_rate_EUR,0.799904119,0.829705987,0.817877315,0.771960957,0.763091482,0.794589826,0.820007598,0.840788753,0.831325925,0.795617709,0.784593759,0.77525149,0.762709423,0.741796455,0.727338573,0.690097257,0.667464311,0.640181057,0.666884717,0.761399275,0.768604545,0.734309885,0.699093544,0.67719372,0.722664286,0.78697619,0.773787879,0.736745718,0.731408247,0.69478355,0.708233264,0.742209957,0.762537518,0.779816425,0.799138274,0.770532624,0.757865873,0.765691004,0.754941273,0.734692483,0.729664747,0.729257504,0.754988834,0.800869478,0.888312818,0.904120108,0.899525336,0.913848314,0.907330711,0.885569055,0.896160022,0.92806632,0.938476221,0.909275285,0.851432954,0.849244235,0.813750682,0.839484382,0.859573257,0.876489619,0.880772063,0.889747068,0.899665686,0.903208668,0.907842688,0.908271645,0.855181146,0.838870803,0.829643908,0.82966184,0.848374697,0.874533127,0.890736483,0.939237677,0.993248951,0.980306984,0.932133756,0.918537961,0.919336211,0.929333442,0.921314907,0.928977744
Mexico,Exchange_rate_JPY,0.009587728,0.009226795,0.009009009,0.009604303,0.009315324,0.009057971,0.008837826,0.008476731,0.008517888,0.008699435,0.008488964,0.008406894,0.008499788,0.008114907,0.008691873,0.00877193,0.00999001,0.009398496,0.009587728,0.011019284,0.01019368,0.010422095,0.011139579,0.010862481,0.010723861,0.011286682,0.011990408,0.012277471,0.012029352,0.012388503,0.013049719,0.012866701,0.012172855,0.01261034,0.012891582,0.011554015,0.010621349,0.010189525,0.010230179,0.009496676,0.009722897,0.009871668,0.009143275,0.008289125,0.008325701,0.008166599,0.008336807,0.008298755,0.008878629,0.009718173,0.009893154,0.008561644,0.008924587,0.008933357,0.008876265,0.008857396,0.009417083,0.009053871,0.008812902,0.009022828,0.009015507,0.009286776,0.009263548,0.009164223,0.009199632,0.009283327,0.009452689,0.009649715,0.009033424,0.009049774,0.008935752,0.008755801,0.008169935,0.007319037,0.00690894,0.007538636,0.007491759,0.006902264,0.006691649,1.006691649,2.006691649,3.006691649
Mexico,Delta_Interest_US,5.55,6.59,6.800000000000001,7.27,7.700000000000001,7.22,6.1899999999999995,4.860000000000001,3.49,2.8899999999999997,2.26,2.3499999999999996,2.4299999999999997,2.5700000000000003,2.51,3.24,4.0,5.82,6.73,7.8500000000000005,7.39,5.029999999999999,4.84,4.95,4.92,4.81,4.800000000000001,4.76,4.7,4.79,4.7299999999999995,4.739999999999999,4.71,4.640000000000001,4.66,4.7,4.3500000000000005,4.159999999999999,4.0200000000000005,3.7,3.74,3.35,3.21,3.22,3.22,3.19,3.23,3.38,3.7700000000000005,3.84,4.33,5.619999999999999,6.13,6.409999999999999,6.24,6.41,6.45,6.33,6.26,6.3100000000000005,6.119999999999999,6.1,5.709999999999999,5.7299999999999995,5.430000000000001,5.59,4.62,4.390000000000001,4.15,4.239999999999999,4.7,5.54,6.49,7.51,7.540000000000001,7.74,6.859999999999999,6.43,6.18,6.17,6.279999999999999,6.279999999999999
